theme,FundingName,year,recipients,totalAwarded,maxAwarded,avgAwarded,id
individual,Cheshire Community Foundation,2017,7,"£58,187","£23,322","£8,312",individual-Cheshire Community Foundation
individual,Co-operative Group,2017,25,"£60,471","£7,955","£2,419",individual-Co-operative Group
individual,Community Foundation for Surrey,2016,48,"£15,508","£1,800",£323,individual-Community Foundation for Surrey
individual,Community Foundation for Surrey,2017,16,"£3,564",£429,£223,individual-Community Foundation for Surrey
individual,Community Foundation serving Tyne & Wear and Northumberland,2015,1,"£1,500","£1,500","£1,500",individual-Community Foundation serving Tyne & Wear and Northumberland
individual,Community Foundation serving Tyne & Wear and Northumberland,2016,3,"£4,080","£2,080","£1,360",individual-Community Foundation serving Tyne & Wear and Northumberland
individual,Corra Foundation,2017,1,"£3,000","£3,000","£3,000",individual-Corra Foundation
individual,Heart Of England Community Foundation,2017,2,"£93,000","£50,000","£46,500",individual-Heart Of England Community Foundation
individual,Indigo Trust,2013,1,"£30,370","£30,370","£30,370",individual-Indigo Trust
individual,Indigo Trust,2014,1,"£4,125","£4,125","£4,125",individual-Indigo Trust
individual,Lankelly Chase Foundation,2015,1,"£50,000","£50,000","£50,000",individual-Lankelly Chase Foundation
individual,Lloyds Bank Foundation for England and Wales,2012,3,"£212,800","£155,800","£70,933",individual-Lloyds Bank Foundation for England and Wales
individual,Lloyds Bank Foundation for England and Wales,2013,15,"£337,000","£34,000","£22,467",individual-Lloyds Bank Foundation for England and Wales
individual,Lloyds Bank Foundation for England and Wales,2014,9,"£263,590","£72,300","£29,288",individual-Lloyds Bank Foundation for England and Wales
individual,Lloyds Bank Foundation for England and Wales,2015,4,"£214,745","£73,150","£53,686",individual-Lloyds Bank Foundation for England and Wales
individual,Lloyds Bank Foundation for England and Wales,2016,3,"£109,523","£50,000","£36,508",individual-Lloyds Bank Foundation for England and Wales
individual,Lloyds Bank Foundation for England and Wales,2017,6,"£360,119","£77,985","£60,020",individual-Lloyds Bank Foundation for England and Wales
individual,London Catalyst,2016,1,"£3,000","£3,000","£3,000",individual-London Catalyst
individual,London Catalyst,2017,2,"£5,000","£3,000","£2,500",individual-London Catalyst
individual,London Councils,2013,1,"£5,391,284","£5,391,284","£5,391,284",individual-London Councils
individual,Macc,2016,1,"£9,858","£9,858","£9,858",individual-Macc
individual,Nationwide Foundation,2009,1,"£298,678","£298,678","£298,678",individual-Nationwide Foundation
individual,One Manchester,2015,1,"£5,000","£5,000","£5,000",individual-One Manchester
individual,Oxford City Council,2014,1,"£2,800","£2,800","£2,800",individual-Oxford City Council
individual,Oxfordshire Community Foundation,2016,11,"£49,863","£24,702","£4,533",individual-Oxfordshire Community Foundation
individual,Oxfordshire Community Foundation,2017,17,"£169,402","£45,500","£9,965",individual-Oxfordshire Community Foundation
individual,Quartet Community Foundation,2016,11,"£12,183","£5,000","£1,108",individual-Quartet Community Foundation
individual,Quartet Community Foundation,2017,10,"£14,658","£9,978","£1,466",individual-Quartet Community Foundation
individual,Quixote Foundation,2007,1,"£11,250","£11,250","£11,250",individual-Quixote Foundation
individual,Quixote Foundation,2009,1,"£15,000","£15,000","£15,000",individual-Quixote Foundation
individual,Quixote Foundation,2016,1,"£18,750","£18,750","£18,750",individual-Quixote Foundation
individual,Quixote Foundation,2017,2,"£37,500","£18,750","£18,750",individual-Quixote Foundation
individual,R S Macdonald Charitable Trust,2015,1,"£10,000","£10,000","£10,000",individual-R S Macdonald Charitable Trust
individual,R S Macdonald Charitable Trust,2016,4,"£58,489","£21,000","£14,622",individual-R S Macdonald Charitable Trust
individual,R S Macdonald Charitable Trust,2017,4,"£100,243","£32,643","£25,061",individual-R S Macdonald Charitable Trust
individual,Scottish Council For Voluntary Organisations,2015,9,"£66,769","£10,000","£7,419",individual-Scottish Council For Voluntary Organisations
individual,Scottish Council For Voluntary Organisations,2016,11,"£52,013","£6,500","£4,728",individual-Scottish Council For Voluntary Organisations
individual,Scottish Council For Voluntary Organisations,2017,5,"£43,670","£10,000","£8,734",individual-Scottish Council For Voluntary Organisations
individual,Seafarers UK,2017,1,"£20,000","£20,000","£20,000",individual-Seafarers UK
individual,The Dunhill Medical Trust,2011,1,"£59,220","£59,220","£59,220",individual-The Dunhill Medical Trust
individual,The Dunhill Medical Trust,2013,1,"£67,675","£67,675","£67,675",individual-The Dunhill Medical Trust
individual,The Dunhill Medical Trust,2017,1,"£30,000","£30,000","£30,000",individual-The Dunhill Medical Trust
individual,The Robertson Trust,2016,1,"£20,000","£20,000","£20,000",individual-The Robertson Trust
individual,The Tudor Trust,2015,1,"£70,000","£70,000","£70,000",individual-The Tudor Trust
individual,The Tudor Trust,2017,1,"£100,000","£100,000","£100,000",individual-The Tudor Trust
individual,Trafford Housing Trust Social Investment,2014,1,"£8,102","£8,102","£8,102",individual-Trafford Housing Trust Social Investment
individual,Trafford Housing Trust Social Investment,2015,2,"£19,376","£10,000","£9,688",individual-Trafford Housing Trust Social Investment
individual,Trafford Housing Trust Social Investment,2016,1,£444,£444,£444,individual-Trafford Housing Trust Social Investment
individual,Trafford Housing Trust Social Investment,2017,1,£505,£505,£505,individual-Trafford Housing Trust Social Investment
individual,Trafford Metropolitan Borough Council,2014,1,"£2,888","£2,888","£2,888",individual-Trafford Metropolitan Borough Council
individual,Two Ridings Community Foundation,2017,3,£693,£400,£231,individual-Two Ridings Community Foundation
individual,Virgin Money Foundation,2017,1,"£31,609","£31,609","£31,609",individual-Virgin Money Foundation
individual,Wiltshire Community Foundation,2015,2,"£3,345","£2,720","£1,673",individual-Wiltshire Community Foundation
individual,Wiltshire Community Foundation,2016,3,"£9,000","£5,000","£3,000",individual-Wiltshire Community Foundation
individual,Wiltshire Community Foundation,2017,2,"£47,120","£45,000","£23,560",individual-Wiltshire Community Foundation
individual,Woodward Charitable Trust,2015,1,£500,£500,£500,individual-Woodward Charitable Trust
mental,A B Charitable Trust,2016,1,"£10,000","£10,000","£10,000",mental-A B Charitable Trust
mental,Barrow Cadbury Trust,2012,1,"£32,000","£32,000","£32,000",mental-Barrow Cadbury Trust
mental,Barrow Cadbury Trust,2014,1,"£60,000","£60,000","£60,000",mental-Barrow Cadbury Trust
mental,Barrow Cadbury Trust,2017,1,"£26,988","£26,988","£26,988",mental-Barrow Cadbury Trust
mental,BBC Children in Need,2013,9,"£507,590","£105,743","£56,399",mental-BBC Children in Need
mental,BBC Children in Need,2014,22,"£1,670,075","£103,288","£75,913",mental-BBC Children in Need
mental,BBC Children in Need,2015,43,"£2,605,279","£135,222","£60,588",mental-BBC Children in Need
mental,Birmingham City Council,2014,10,"£685,433","£156,397","£68,543",mental-Birmingham City Council
mental,Birmingham City Council,2015,9,"£1,023,161","£281,515","£113,685",mental-Birmingham City Council
mental,Birmingham City Council,2016,9,"£403,622","£140,507","£44,847",mental-Birmingham City Council
mental,Birmingham City Council,2017,1,"£16,445","£16,445","£16,445",mental-Birmingham City Council
mental,"Calouste Gulbenkian Foundation, UK Branch",2015,3,"£113,000","£60,000","£37,667","mental-Calouste Gulbenkian Foundation, UK Branch"
mental,"Calouste Gulbenkian Foundation, UK Branch",2017,1,"£31,000","£31,000","£31,000","mental-Calouste Gulbenkian Foundation, UK Branch"
mental,Cheshire Community Foundation,2016,12,"£59,191","£13,180","£4,933",mental-Cheshire Community Foundation
mental,Cheshire Community Foundation,2017,20,"£157,950","£17,000","£7,897",mental-Cheshire Community Foundation
mental,City Bridge Trust,2014,2,"£190,400","£145,700","£95,200",mental-City Bridge Trust
mental,City Bridge Trust,2015,6,"£614,480","£134,200","£102,413",mental-City Bridge Trust
mental,City Bridge Trust,2016,4,"£335,000","£135,000","£83,750",mental-City Bridge Trust
mental,City Bridge Trust,2017,6,"£477,290","£144,740","£79,548",mental-City Bridge Trust
mental,Co-operative Group,2017,131,"£344,505","£11,252","£2,630",mental-Co-operative Group
mental,Community Foundation for Surrey,2016,16,"£49,376","£15,000","£3,086",mental-Community Foundation for Surrey
mental,Community Foundation for Surrey,2017,6,"£29,151","£16,821","£4,859",mental-Community Foundation for Surrey
mental,Community Foundation serving Tyne & Wear and Northumberland,2015,4,"£13,990","£5,000","£3,498",mental-Community Foundation serving Tyne & Wear and Northumberland
mental,Community Foundation serving Tyne & Wear and Northumberland,2016,5,"£9,209","£4,149","£1,842",mental-Community Foundation serving Tyne & Wear and Northumberland
mental,Community Foundation serving Tyne & Wear and Northumberland,2017,3,"£17,179","£10,000","£5,726",mental-Community Foundation serving Tyne & Wear and Northumberland
mental,Corra Foundation,2015,4,"£18,000","£7,000","£4,500",mental-Corra Foundation
mental,Corra Foundation,2016,5,"£22,029","£6,000","£4,406",mental-Corra Foundation
mental,Corra Foundation,2017,7,"£34,290","£6,540","£4,899",mental-Corra Foundation
mental,Essex Community Foundation,2016,9,"£54,919","£16,970","£6,102",mental-Essex Community Foundation
mental,Essex Community Foundation,2017,12,"£154,050","£50,000","£12,838",mental-Essex Community Foundation
mental,Greenham Common Trust,2016,1,"£2,850","£2,850","£2,850",mental-Greenham Common Trust
mental,Heart Of England Community Foundation,2016,3,"£2,990","£1,000",£997,mental-Heart Of England Community Foundation
mental,Heart Of England Community Foundation,2017,1,"£5,000","£5,000","£5,000",mental-Heart Of England Community Foundation
mental,Indigo Trust,2014,1,"£3,000","£3,000","£3,000",mental-Indigo Trust
mental,Joseph Rowntree Foundation,2017,2,"£5,575","£4,975","£2,788",mental-Joseph Rowntree Foundation
mental,LandAid Charitable Trust,2015,1,"£100,000","£100,000","£100,000",mental-LandAid Charitable Trust
mental,Lankelly Chase Foundation,2014,3,"£389,052","£177,882","£129,684",mental-Lankelly Chase Foundation
mental,Lankelly Chase Foundation,2015,2,"£63,900","£50,000","£31,950",mental-Lankelly Chase Foundation
mental,Lankelly Chase Foundation,2016,4,"£1,495,343","£1,245,343","£373,836",mental-Lankelly Chase Foundation
mental,Lankelly Chase Foundation,2017,1,"£112,500","£112,500","£112,500",mental-Lankelly Chase Foundation
mental,Lloyds Bank Foundation for England and Wales,2010,15,"£2,409,374","£421,500","£160,625",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2011,12,"£285,200","£40,000","£23,767",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2012,5,"£197,600","£100,000","£39,520",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2013,72,"£1,603,650","£36,000","£22,273",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2014,51,"£1,515,817","£75,000","£29,722",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2015,54,"£2,450,272","£75,000","£45,375",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2016,30,"£1,449,266","£75,000","£48,309",mental-Lloyds Bank Foundation for England and Wales
mental,Lloyds Bank Foundation for England and Wales,2017,32,"£1,734,182","£99,492","£54,193",mental-Lloyds Bank Foundation for England and Wales
mental,London Borough of Barnet,2016,1,"£1,950","£1,950","£1,950",mental-London Borough of Barnet
mental,London Borough of Barnet,2017,1,"£10,000","£10,000","£10,000",mental-London Borough of Barnet
mental,London Catalyst,2012,6,"£40,500","£15,000","£6,750",mental-London Catalyst
mental,London Catalyst,2013,2,"£9,500","£8,000","£4,750",mental-London Catalyst
mental,London Catalyst,2014,6,"£28,500","£7,500","£4,750",mental-London Catalyst
mental,London Catalyst,2015,12,"£43,140","£8,640","£3,595",mental-London Catalyst
mental,London Catalyst,2016,10,"£24,000","£4,000","£2,400",mental-London Catalyst
mental,London Catalyst,2017,9,"£23,250","£4,000","£2,583",mental-London Catalyst
mental,London Councils,2013,4,"£5,621,848","£2,922,688","£1,405,462",mental-London Councils
mental,London Councils,2017,3,"£10,066,464","£5,700,952","£3,355,488",mental-London Councils
mental,Macc,2014,2,"£58,400","£49,180","£29,200",mental-Macc
mental,Macc,2016,23,"£214,657","£10,000","£9,333",mental-Macc
mental,Masonic Charitable Foundation,2016,7,"£142,134","£60,000","£20,305",mental-Masonic Charitable Foundation
mental,Masonic Charitable Foundation,2017,1,"£5,000","£5,000","£5,000",mental-Masonic Charitable Foundation
mental,Nationwide Foundation,2011,2,"£9,925","£5,000","£4,963",mental-Nationwide Foundation
mental,One Manchester,2015,1,£878,£878,£878,mental-One Manchester
mental,One Manchester,2016,1,"£1,416","£1,416","£1,416",mental-One Manchester
mental,Oxfordshire Community Foundation,2013,1,"£1,000","£1,000","£1,000",mental-Oxfordshire Community Foundation
mental,Oxfordshire Community Foundation,2014,26,"£114,137","£28,500","£4,390",mental-Oxfordshire Community Foundation
mental,Oxfordshire Community Foundation,2015,17,"£70,617","£14,490","£4,154",mental-Oxfordshire Community Foundation
mental,Oxfordshire Community Foundation,2016,7,"£17,143","£4,986","£2,449",mental-Oxfordshire Community Foundation
mental,Oxfordshire Community Foundation,2017,7,"£42,875","£31,625","£6,125",mental-Oxfordshire Community Foundation
mental,Pears Foundation,2017,1,"£80,000","£80,000","£80,000",mental-Pears Foundation
mental,Quartet Community Foundation,2016,15,"£132,585","£33,000","£8,839",mental-Quartet Community Foundation
mental,Quartet Community Foundation,2017,26,"£279,677","£40,400","£10,757",mental-Quartet Community Foundation
mental,R S Macdonald Charitable Trust,2015,3,"£84,046","£34,046","£28,015",mental-R S Macdonald Charitable Trust
mental,R S Macdonald Charitable Trust,2016,6,"£100,898","£34,130","£16,816",mental-R S Macdonald Charitable Trust
mental,R S Macdonald Charitable Trust,2017,3,"£126,373","£74,773","£42,124",mental-R S Macdonald Charitable Trust
mental,Scottish Council For Voluntary Organisations,2015,5,"£50,807","£14,269","£10,161",mental-Scottish Council For Voluntary Organisations
mental,Scottish Council For Voluntary Organisations,2016,13,"£63,433","£6,500","£4,879",mental-Scottish Council For Voluntary Organisations
mental,Scottish Council For Voluntary Organisations,2017,4,"£27,338","£7,650","£6,834",mental-Scottish Council For Voluntary Organisations
mental,Seafarers UK,2017,3,"£65,000","£35,000","£21,667",mental-Seafarers UK
mental,Somerset Community Foundation,2016,3,"£7,269","£4,000","£2,423",mental-Somerset Community Foundation
mental,Somerset Community Foundation,2017,1,"£1,525","£1,525","£1,525",mental-Somerset Community Foundation
mental,The Dunhill Medical Trust,2016,3,"£176,865","£85,166","£58,955",mental-The Dunhill Medical Trust
mental,The Henry Smith Charity,2012,38,"£2,166,740","£240,000","£57,019",mental-The Henry Smith Charity
mental,The Henry Smith Charity,2013,31,"£1,575,899","£105,000","£50,835",mental-The Henry Smith Charity
mental,The Henry Smith Charity,2014,32,"£1,673,980","£114,300","£52,312",mental-The Henry Smith Charity
mental,The Henry Smith Charity,2015,43,"£2,365,090","£112,000","£55,002",mental-The Henry Smith Charity
mental,The Henry Smith Charity,2016,35,"£2,213,491","£119,100","£63,243",mental-The Henry Smith Charity
mental,The Henry Smith Charity,2017,7,"£649,300","£134,400","£92,757",mental-The Henry Smith Charity
mental,The Robertson Trust,2015,1,"£30,000","£30,000","£30,000",mental-The Robertson Trust
mental,The Robertson Trust,2016,2,"£59,000","£45,000","£29,500",mental-The Robertson Trust
mental,The Robertson Trust,2017,1,"£22,000","£22,000","£22,000",mental-The Robertson Trust
mental,The Tudor Trust,2013,10,"£656,500","£97,500","£65,650",mental-The Tudor Trust
mental,The Tudor Trust,2014,12,"£588,000","£90,000","£49,000",mental-The Tudor Trust
mental,The Tudor Trust,2015,16,"£871,500","£90,000","£54,469",mental-The Tudor Trust
mental,The Tudor Trust,2016,10,"£418,000","£100,000","£41,800",mental-The Tudor Trust
mental,The Tudor Trust,2017,14,"£792,000","£94,000","£56,571",mental-The Tudor Trust
mental,Trafford Housing Trust Social Investment,2014,4,"£29,602","£8,620","£7,401",mental-Trafford Housing Trust Social Investment
mental,Trafford Housing Trust Social Investment,2015,11,"£84,758","£20,000","£7,705",mental-Trafford Housing Trust Social Investment
mental,Trafford Housing Trust Social Investment,2016,11,"£43,193","£9,686","£3,927",mental-Trafford Housing Trust Social Investment
mental,Trafford Housing Trust Social Investment,2017,5,"£33,147","£15,000","£6,629",mental-Trafford Housing Trust Social Investment
mental,Trafford Metropolitan Borough Council,2013,2,"£7,075","£4,575","£3,538",mental-Trafford Metropolitan Borough Council
mental,Trafford Metropolitan Borough Council,2014,3,"£10,960","£4,000","£3,653",mental-Trafford Metropolitan Borough Council
mental,Trafford Metropolitan Borough Council,2017,3,"£5,672","£1,997","£1,891",mental-Trafford Metropolitan Borough Council
mental,Tuixen Foundation,2010,1,"£20,000","£20,000","£20,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2011,1,"£50,000","£50,000","£50,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2012,1,"£50,000","£50,000","£50,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2013,1,"£50,000","£50,000","£50,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2014,1,"£30,000","£30,000","£30,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2015,1,"£20,000","£20,000","£20,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2016,1,"£20,000","£20,000","£20,000",mental-Tuixen Foundation
mental,Tuixen Foundation,2017,1,"£25,000","£25,000","£25,000",mental-Tuixen Foundation
mental,Two Ridings Community Foundation,2017,13,"£57,152","£30,000","£4,396",mental-Two Ridings Community Foundation
mental,United St Saviour's Charity,2017,1,"£1,800","£1,800","£1,800",mental-United St Saviour's Charity
mental,Virgin Money Foundation,2017,1,"£50,000","£50,000","£50,000",mental-Virgin Money Foundation
mental,Wiltshire Community Foundation,2015,22,"£87,088","£10,000","£3,959",mental-Wiltshire Community Foundation
mental,Wiltshire Community Foundation,2016,6,"£22,996","£8,500","£3,833",mental-Wiltshire Community Foundation
mental,Wiltshire Community Foundation,2017,6,"£11,510","£2,500","£1,918",mental-Wiltshire Community Foundation
mental,Wolfson Foundation,2014,2,"£55,000","£35,000","£27,500",mental-Wolfson Foundation
mental,Wolfson Foundation,2015,2,"£35,000","£20,000","£17,500",mental-Wolfson Foundation
mental,Woodward Charitable Trust,2004,1,£500,£500,£500,mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2005,1,"£2,500","£2,500","£2,500",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2006,1,"£2,500","£2,500","£2,500",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2007,2,"£5,500","£3,000","£2,750",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2008,1,"£2,000","£2,000","£2,000",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2009,1,"£1,000","£1,000","£1,000",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2010,1,"£2,500","£2,500","£2,500",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2011,2,"£7,000","£5,000","£3,500",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2012,1,"£1,000","£1,000","£1,000",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2013,1,"£2,000","£2,000","£2,000",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2014,3,"£2,000","£1,000",£667,mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2015,2,"£2,000","£1,500","£1,000",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2016,3,"£3,000","£1,000","£1,000",mental-Woodward Charitable Trust
mental,Woodward Charitable Trust,2017,3,"£2,000","£1,000",£667,mental-Woodward Charitable Trust
study,A B Charitable Trust,2013,1,"£7,000","£7,000","£7,000",study-A B Charitable Trust
study,Barrow Cadbury Trust,2012,1,"£29,800","£29,800","£29,800",study-Barrow Cadbury Trust
study,Barrow Cadbury Trust,2013,2,"£110,000","£60,000","£55,000",study-Barrow Cadbury Trust
study,Barrow Cadbury Trust,2014,2,"£19,375","£17,500","£9,688",study-Barrow Cadbury Trust
study,Barrow Cadbury Trust,2015,5,"£127,000","£60,000","£25,400",study-Barrow Cadbury Trust
study,Barrow Cadbury Trust,2016,1,"£50,000","£50,000","£50,000",study-Barrow Cadbury Trust
study,Barrow Cadbury Trust,2017,7,"£168,200","£65,500","£24,029",study-Barrow Cadbury Trust
study,BBC Children in Need,2013,42,"£2,673,356","£117,350","£63,651",study-BBC Children in Need
study,BBC Children in Need,2014,101,"£7,344,411","£133,000","£72,717",study-BBC Children in Need
study,BBC Children in Need,2015,207,"£9,043,065","£129,876","£43,686",study-BBC Children in Need
study,Birmingham City Council,2014,2,"£35,021","£34,621","£17,510",study-Birmingham City Council
study,Birmingham City Council,2015,1,"£65,779","£65,779","£65,779",study-Birmingham City Council
study,Birmingham City Council,2016,2,"£49,334","£32,890","£24,667",study-Birmingham City Council
study,Birmingham City Council,2017,1,"£16,445","£16,445","£16,445",study-Birmingham City Council
study,"Calouste Gulbenkian Foundation, UK Branch",2014,3,"£79,000","£47,000","£26,333","study-Calouste Gulbenkian Foundation, UK Branch"
study,"Calouste Gulbenkian Foundation, UK Branch",2015,22,"£567,000","£102,000","£25,773","study-Calouste Gulbenkian Foundation, UK Branch"
study,"Calouste Gulbenkian Foundation, UK Branch",2016,5,"£135,700","£72,000","£27,140","study-Calouste Gulbenkian Foundation, UK Branch"
study,"Calouste Gulbenkian Foundation, UK Branch",2017,1,"£10,000","£10,000","£10,000","study-Calouste Gulbenkian Foundation, UK Branch"
study,Cheshire Community Foundation,2016,17,"£59,026","£10,360","£3,472",study-Cheshire Community Foundation
study,Cheshire Community Foundation,2017,28,"£191,007","£17,000","£6,822",study-Cheshire Community Foundation
study,City Bridge Trust,2014,3,"£337,450","£172,000","£112,483",study-City Bridge Trust
study,City Bridge Trust,2015,5,"£520,350","£138,650","£104,070",study-City Bridge Trust
study,City Bridge Trust,2016,10,"£874,740","£180,000","£87,474",study-City Bridge Trust
study,City Bridge Trust,2017,5,"£492,400","£122,500","£98,480",study-City Bridge Trust
study,Co-operative Group,2017,848,"£2,006,693","£11,379","£2,366",study-Co-operative Group
study,Community Foundation for Surrey,2016,20,"£72,528","£16,182","£3,626",study-Community Foundation for Surrey
study,Community Foundation for Surrey,2017,18,"£43,754","£8,000","£2,431",study-Community Foundation for Surrey
study,Community Foundation serving Tyne & Wear and Northumberland,2015,18,"£320,200","£100,000","£17,789",study-Community Foundation serving Tyne & Wear and Northumberland
study,Community Foundation serving Tyne & Wear and Northumberland,2016,38,"£337,882","£50,000","£8,892",study-Community Foundation serving Tyne & Wear and Northumberland
study,Community Foundation serving Tyne & Wear and Northumberland,2017,7,"£25,055","£8,100","£3,579",study-Community Foundation serving Tyne & Wear and Northumberland
study,Corra Foundation,2015,8,"£35,803","£6,000","£4,475",study-Corra Foundation
study,Corra Foundation,2016,13,"£60,264","£7,000","£4,636",study-Corra Foundation
study,Corra Foundation,2017,4,"£14,970","£4,500","£3,743",study-Corra Foundation
study,Essex Community Foundation,2016,6,"£99,910","£78,000","£16,652",study-Essex Community Foundation
study,Essex Community Foundation,2017,25,"£85,349","£9,899","£3,414",study-Essex Community Foundation
study,Greenham Common Trust,2015,3,"£3,120","£1,850","£1,040",study-Greenham Common Trust
study,Greenham Common Trust,2016,2,"£10,712","£6,212","£5,356",study-Greenham Common Trust
study,Heart Of England Community Foundation,2016,11,"£19,915","£4,906","£1,810",study-Heart Of England Community Foundation
study,Heart Of England Community Foundation,2017,10,"£133,270","£43,000","£13,327",study-Heart Of England Community Foundation
study,Indigo Trust,2004,1,"£66,500","£66,500","£66,500",study-Indigo Trust
study,Indigo Trust,2005,1,"£239,947","£239,947","£239,947",study-Indigo Trust
study,Indigo Trust,2011,1,"£10,000","£10,000","£10,000",study-Indigo Trust
study,Indigo Trust,2012,1,"£5,000","£5,000","£5,000",study-Indigo Trust
study,Indigo Trust,2013,1,"£40,000","£40,000","£40,000",study-Indigo Trust
study,Indigo Trust,2014,5,"£63,025","£20,000","£12,605",study-Indigo Trust
study,Indigo Trust,2015,2,"£25,760","£15,760","£12,880",study-Indigo Trust
study,Indigo Trust,2016,1,"£10,862","£10,862","£10,862",study-Indigo Trust
study,Indigo Trust,2017,2,"£70,000","£50,000","£35,000",study-Indigo Trust
study,Joseph Rowntree Charitable Trust,2017,2,"£159,700","£111,000","£79,850",study-Joseph Rowntree Charitable Trust
study,Joseph Rowntree Foundation,2016,1,"£5,000","£5,000","£5,000",study-Joseph Rowntree Foundation
study,Joseph Rowntree Foundation,2017,2,"£14,974","£9,974","£7,487",study-Joseph Rowntree Foundation
study,LandAid Charitable Trust,2013,4,"£248,765","£150,000","£62,191",study-LandAid Charitable Trust
study,LandAid Charitable Trust,2014,5,"£302,971","£102,231","£60,594",study-LandAid Charitable Trust
study,LandAid Charitable Trust,2015,1,"£75,000","£75,000","£75,000",study-LandAid Charitable Trust
study,Lankelly Chase Foundation,2014,1,"£50,000","£50,000","£50,000",study-Lankelly Chase Foundation
study,Lankelly Chase Foundation,2015,4,"£364,500","£200,000","£91,125",study-Lankelly Chase Foundation
study,Lankelly Chase Foundation,2016,6,"£244,675","£133,265","£40,779",study-Lankelly Chase Foundation
study,Lankelly Chase Foundation,2017,6,"£665,168","£273,542","£110,861",study-Lankelly Chase Foundation
study,Lloyd's Register Foundation,2012,1,"£294,000","£294,000","£294,000",study-Lloyd's Register Foundation
study,Lloyd's Register Foundation,2013,1,"£230,571","£230,571","£230,571",study-Lloyd's Register Foundation
study,Lloyd's Register Foundation,2014,1,"£204,000","£204,000","£204,000",study-Lloyd's Register Foundation
study,Lloyd's Register Foundation,2015,4,"£223,780","£103,800","£55,945",study-Lloyd's Register Foundation
study,Lloyd's Register Foundation,2016,11,"£11,348,018","£10,000,000","£1,031,638",study-Lloyd's Register Foundation
study,Lloyd's Register Foundation,2017,1,"£246,500","£246,500","£246,500",study-Lloyd's Register Foundation
study,Lloyds Bank Foundation for England and Wales,2010,21,"£816,300","£421,500","£38,871",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2011,16,"£481,900","£47,700","£30,119",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2012,13,"£524,000","£155,800","£40,308",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2013,108,"£2,494,328","£41,000","£23,096",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2014,87,"£2,955,356","£75,000","£33,970",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2015,41,"£1,857,770","£75,000","£45,311",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2016,21,"£822,051","£75,000","£39,145",study-Lloyds Bank Foundation for England and Wales
study,Lloyds Bank Foundation for England and Wales,2017,34,"£1,810,831","£103,385","£53,260",study-Lloyds Bank Foundation for England and Wales
study,London Borough of Barnet,2017,1,"£2,500","£2,500","£2,500",study-London Borough of Barnet
study,London Borough of Southwark,2016,1,"£28,712","£28,712","£28,712",study-London Borough of Southwark
study,London Catalyst,2012,6,"£34,642","£15,000","£5,774",study-London Catalyst
study,London Catalyst,2013,4,"£14,400","£5,400","£3,600",study-London Catalyst
study,London Catalyst,2014,5,"£19,000","£5,000","£3,800",study-London Catalyst
study,London Catalyst,2015,3,"£15,140","£8,640","£5,047",study-London Catalyst
study,London Catalyst,2016,6,"£18,000","£4,000","£3,000",study-London Catalyst
study,London Catalyst,2017,6,"£19,000","£4,000","£3,167",study-London Catalyst
study,London Councils,2013,2,"£2,306,296","£1,506,836","£1,153,148",study-London Councils
study,London Councils,2017,3,"£6,001,996","£4,033,352","£2,000,665",study-London Councils
study,Lund,2011,2,"£1,687,500","£937,500","£843,750",study-Lund
study,Macc,2014,4,"£30,701","£10,000","£7,675",study-Macc
study,Macc,2016,2,"£19,850","£10,000","£9,925",study-Macc
study,Macc,2017,3,"£6,000","£2,000","£2,000",study-Macc
