"theme","fundersTop10","country","year","recipients","totalAwarded","maxAwarded","avgAwarded"
"individual","The Big Lottery Fund",NA,2004,82,8714700,1299657,106276.829268293
"individual","The Big Lottery Fund",NA,2005,128,7740937,1551303,60476.0703125
"individual","The Big Lottery Fund",NA,2006,124,8859332,605297,71446.2258064516
"individual","The Big Lottery Fund",NA,2007,88,24753697,8193136,281292.011363636
"individual","The Big Lottery Fund",NA,2008,64,9170503,1092715,143289.109375
"individual","The Big Lottery Fund",NA,2009,66,9024139,509950,136729.378787879
"individual","The Big Lottery Fund",NA,2010,62,10874305.65,1119053,175392.026612903
"individual","The Big Lottery Fund",NA,2011,66,14285002.59,990615,216439.433181818
"individual","The Big Lottery Fund",NA,2012,66,14890331,1452501,225611.075757576
"individual","The Big Lottery Fund",NA,2013,68,32042156.2,9994537,471208.179411765
"individual","The Big Lottery Fund",NA,2014,19,2797420,1076901,147232.631578947
"individual","The Big Lottery Fund",NA,2015,52,13214996,7e+05,254134.538461538
"individual","The Big Lottery Fund",NA,2016,80,20539279,2780681,256740.9875
"individual","The Big Lottery Fund",NA,2017,48,14160545,1458464,295011.354166667
"individual","The Wellcome Trust","Australia",2017,1,1237585,1237585,1237585
"individual","The Wellcome Trust","Brazil",2015,1,10000,10000,10000
"individual","The Wellcome Trust","Brazil",2016,5,1706408,1193395,341281.6
"individual","The Wellcome Trust","China",2006,1,1478019,1478019,1478019
"individual","The Wellcome Trust","China",2008,1,1555033,1555033,1555033
"individual","The Wellcome Trust","China",2011,1,604800,604800,604800
"individual","The Wellcome Trust","China",2014,1,23603,23603,23603
"individual","The Wellcome Trust","China",2017,1,95184,95184,95184
"individual","The Wellcome Trust","Czech Republic",2010,1,30000,30000,30000
"individual","The Wellcome Trust","Ecuador",2006,1,65386,65386,65386
"individual","The Wellcome Trust","Ecuador",2009,1,131344,131344,131344
"individual","The Wellcome Trust","Ecuador",2010,1,14513,14513,14513
"individual","The Wellcome Trust","Ethiopia",2006,1,124774,124774,124774
"individual","The Wellcome Trust","Fiji",2017,1,808171,808171,808171
"individual","The Wellcome Trust","France",2007,1,22053,22053,22053
"individual","The Wellcome Trust","France",2015,1,1666193,1666193,1666193
"individual","The Wellcome Trust","Germany",2006,1,37403,37403,37403
"individual","The Wellcome Trust","Germany",2007,1,19969,19969,19969
"individual","The Wellcome Trust","Germany",2015,1,5760,5760,5760
"individual","The Wellcome Trust","Ghana",2010,1,338756,338756,338756
"individual","The Wellcome Trust","Ghana",2015,2,229338,179384,114669
"individual","The Wellcome Trust","India",2006,1,2000,2000,2000
"individual","The Wellcome Trust","India",2008,1,8000,8000,8000
"individual","The Wellcome Trust","India",2009,2,9150,8150,4575
"individual","The Wellcome Trust","India",2011,1,63698,63698,63698
"individual","The Wellcome Trust","India",2012,1,183621,183621,183621
"individual","The Wellcome Trust","India",2014,1,305617,305617,305617
"individual","The Wellcome Trust","India",2017,1,2413112,2413112,2413112
"individual","The Wellcome Trust","Indonesia",2006,1,6750,6750,6750
"individual","The Wellcome Trust","Ireland",2007,1,128650,128650,128650
"individual","The Wellcome Trust","Italy",2008,1,7339,7339,7339
"individual","The Wellcome Trust","Italy",2010,1,53997,53997,53997
"individual","The Wellcome Trust","Kenya",2009,1,29970,29970,29970
"individual","The Wellcome Trust","Kenya",2011,1,68199,68199,68199
"individual","The Wellcome Trust","Kenya",2015,1,32367,32367,32367
"individual","The Wellcome Trust","Kenya",2017,2,2757305,2553243,1378652.5
"individual","The Wellcome Trust","Malawi",2007,1,29446,29446,29446
"individual","The Wellcome Trust","Malawi",2012,1,61684,61684,61684
"individual","The Wellcome Trust","Malawi",2013,1,5000,5000,5000
"individual","The Wellcome Trust","Malawi",2014,1,3000,3000,3000
"individual","The Wellcome Trust","Malawi",2016,1,49994,49994,49994
"individual","The Wellcome Trust","Mali",2008,1,148684,148684,148684
"individual","The Wellcome Trust","Mali",2011,1,5150,5150,5150
"individual","The Wellcome Trust","Nepal",2013,2,89077,45061,44538.5
"individual","The Wellcome Trust","Norway",2006,1,29018,29018,29018
"individual","The Wellcome Trust","Norway",2014,1,30000,30000,30000
"individual","The Wellcome Trust","Pakistan",2006,1,102500,102500,102500
"individual","The Wellcome Trust","Palestine",2010,1,1504,1504,1504
"individual","The Wellcome Trust","Peru",2008,1,454571,454571,454571
"individual","The Wellcome Trust","Romania",2009,1,24443,24443,24443
"individual","The Wellcome Trust","Russia",2008,1,101484,101484,101484
"individual","The Wellcome Trust","Russia",2011,1,1271830,1271830,1271830
"individual","The Wellcome Trust","Russia",2014,1,4810,4810,4810
"individual","The Wellcome Trust","Senegal",2014,1,166984,166984,166984
"individual","The Wellcome Trust","Sierra Leone",2015,1,259207,259207,259207
"individual","The Wellcome Trust","Singapore",2011,1,1350,1350,1350
"individual","The Wellcome Trust","Singapore",2016,2,5140097,5120000,2570048.5
"individual","The Wellcome Trust","South Africa",2006,1,96826,96826,96826
"individual","The Wellcome Trust","South Africa",2007,2,2616145,2193671,1308072.5
"individual","The Wellcome Trust","South Africa",2008,1,535972,535972,535972
"individual","The Wellcome Trust","South Africa",2009,1,252976,252976,252976
"individual","The Wellcome Trust","South Africa",2010,2,56488,31000,28244
"individual","The Wellcome Trust","South Africa",2011,2,1637800,998902,818900
"individual","The Wellcome Trust","South Africa",2012,1,27355,27355,27355
"individual","The Wellcome Trust","South Africa",2014,2,256696,229199,128348
"individual","The Wellcome Trust","Sri Lanka",2008,1,70000,70000,70000
"individual","The Wellcome Trust","Sri Lanka",2009,1,105341,105341,105341
"individual","The Wellcome Trust","Sri Lanka",2010,1,5000,5000,5000
"individual","The Wellcome Trust","Sri Lanka",2012,1,150036,150036,150036
"individual","The Wellcome Trust","Sudan",2009,1,8300,8300,8300
"individual","The Wellcome Trust","Sudan",2011,1,1100,1100,1100
"individual","The Wellcome Trust","Sweden",2016,1,1549670,1549670,1549670
"individual","The Wellcome Trust","Tanzania",2006,1,26226,26226,26226
"individual","The Wellcome Trust","Tanzania",2008,2,918328,838420,459164
"individual","The Wellcome Trust","Tanzania",2011,1,106669,106669,106669
"individual","The Wellcome Trust","United Kingdom",2011,1,262342,262342,262342
"individual","The Wellcome Trust","United Kingdom",2012,2,1647395,1147395,823697.5
"individual","The Wellcome Trust","United Kingdom",2014,1,3659,3659,3659
"individual","The Wellcome Trust","Uruguay",2005,1,327750,327750,327750
"individual","The Wellcome Trust","Zimbabwe",2008,1,2680312,2680312,2680312
"individual","The Wellcome Trust","Zimbabwe",2013,1,2e+05,2e+05,2e+05
"individual","The Wellcome Trust","Zimbabwe",2014,1,298838,298838,298838
"individual","The Wellcome Trust",NA,2005,12,1636861,326978,136405.083333333
"individual","The Wellcome Trust",NA,2006,51,16651131,2998125,326492.764705882
"individual","The Wellcome Trust",NA,2007,61,34789169,16825384,570314.245901639
"individual","The Wellcome Trust",NA,2008,61,29334919,8719052,480900.31147541
"individual","The Wellcome Trust",NA,2009,51,17261715,5334734,338465
"individual","The Wellcome Trust",NA,2010,58,25708071,3220117,443242.603448276
"individual","The Wellcome Trust",NA,2011,43,16364833,2570516,380577.511627907
"individual","The Wellcome Trust",NA,2012,58,54234075,13526338,935070.25862069
"individual","The Wellcome Trust",NA,2013,57,21871943,3437573,383718.298245614
"individual","The Wellcome Trust",NA,2014,57,33113422,4923467,580937.228070175
"individual","The Wellcome Trust",NA,2015,61,36826613,4679473,603714.967213115
"individual","The Wellcome Trust",NA,2016,62,50519449,15178415,814829.822580645
"individual","The Wellcome Trust",NA,2017,53,21829145,2789657,411870.660377358
"mental","Comic Relief","Uganda",2017,1,292924,292924,292924
"mental","Comic Relief",NA,2015,7,788284,180000,112612
"mental","Comic Relief",NA,2016,5,472128,119975,94425.6
"mental","Comic Relief",NA,2017,1,50000,50000,50000
"mental","Esmée Fairbairn Foundation",NA,2008,3,2e+05,150000,66666.6666666667
"mental","Esmée Fairbairn Foundation",NA,2009,3,249340,146940,83113.3333333333
"mental","Esmée Fairbairn Foundation",NA,2010,4,286733,139626,71683.25
"mental","Esmée Fairbairn Foundation",NA,2011,10,639847,166317,63984.7
"mental","Esmée Fairbairn Foundation",NA,2012,6,284684,1e+05,47447.3333333333
"mental","Esmée Fairbairn Foundation",NA,2013,10,609164,134802,60916.4
"mental","Esmée Fairbairn Foundation",NA,2014,4,279874,120000,69968.5
"mental","Esmée Fairbairn Foundation",NA,2015,9,1047618,375000,116402
"mental","Gatsby Charitable Foundation",NA,2015,1,220000,220000,220000
"mental","Northern Rock Foundation","Sri Lanka",2005,1,3e+05,3e+05,3e+05
"mental","Northern Rock Foundation",NA,2004,9,433271,96000,48141.2222222222
"mental","Northern Rock Foundation",NA,2005,11,666526,90396,60593.2727272727
"mental","Northern Rock Foundation",NA,2006,13,1028368,2e+05,79105.2307692308
"mental","Northern Rock Foundation",NA,2007,10,838783,219366,83878.3
"mental","Northern Rock Foundation",NA,2008,13,858986,107173,66075.8461538462
"mental","Northern Rock Foundation",NA,2009,13,688671,131927,52974.6923076923
"mental","Northern Rock Foundation",NA,2010,7,503539,100601,71934.1428571429
"mental","Northern Rock Foundation",NA,2011,18,780632,107533,43368.4444444444
"mental","Northern Rock Foundation",NA,2012,10,601423,120898,60142.3
"mental","Northern Rock Foundation",NA,2013,8,494628,98190,61828.5
"mental","Northern Rock Foundation",NA,2014,4,208324,78433,52081
"mental","others","Eritrea",2015,1,5000,5000,5000
"mental","others","Iran",2017,1,3360000,3360000,3360000
"mental","others","Ireland",2013,1,103100,103100,103100
"mental","others","Ireland",2015,1,54000,54000,54000
"mental","others","Syria",2016,1,5000,5000,5000
"mental","others",NA,2004,1,500,500,500
"mental","others",NA,2005,1,2500,2500,2500
"mental","others",NA,2006,1,2500,2500,2500
"mental","others",NA,2007,2,5500,3000,2750
"mental","others",NA,2008,1,2000,2000,2000
"mental","others",NA,2009,1,1000,1000,1000
"mental","others",NA,2010,17,2431874,421500,143051.411764706
"mental","others",NA,2011,17,352125,50000,20713.2352941176
"mental","others",NA,2012,52,2487840,240000,47843.0769230769
"mental","others",NA,2013,132,9931962,2922688,75242.1363636364
"mental","others",NA,2014,181,7104356.13,177882,39250.5863535912
"mental","others",NA,2015,260,10688005.7,281514.6,41107.7142307692
"mental","others",NA,2016,255,7550825.29,1245343,29611.0795686275
"mental","others",NA,2017,337,12163185.9,5700952,36092.5397626113
"mental","Paul Hamlyn Foundation","Ireland",2015,1,25986,25986,25986
"mental","Paul Hamlyn Foundation",NA,2007,2,169180,144180,84590
"mental","Paul Hamlyn Foundation",NA,2008,3,191668,75000,63889.3333333333
"mental","Paul Hamlyn Foundation",NA,2009,1,64902,64902,64902
"mental","Paul Hamlyn Foundation",NA,2010,2,275249,140249,137624.5
"mental","Paul Hamlyn Foundation",NA,2012,1,75000,75000,75000
"mental","Paul Hamlyn Foundation",NA,2013,1,4898,4898,4898
"mental","Paul Hamlyn Foundation",NA,2015,8,542513,153254,67814.125
"mental","Paul Hamlyn Foundation",NA,2016,5,275194,97894,55038.8
"mental","Sport England",NA,2013,1,3200,3200,3200
"mental","Sport England",NA,2015,1,221180,221180,221180
"mental","Sport England",NA,2017,1,6390,6390,6390
"mental","The Big Lottery Fund","Albania",2007,1,4925,4925,4925
"mental","The Big Lottery Fund","Albania",2011,1,10000,10000,10000
"mental","The Big Lottery Fund","Albania",2016,1,325886,325886,325886
"mental","The Big Lottery Fund","Bangladesh",2005,2,220181,215181,110090.5
"mental","The Big Lottery Fund","Bangladesh",2010,1,9987,9987,9987
"mental","The Big Lottery Fund","Bangladesh",2013,2,18200,10000,9100
"mental","The Big Lottery Fund","Bangladesh",2015,1,171883,171883,171883
"mental","The Big Lottery Fund","Bangladesh",2016,1,9990,9990,9990
"mental","The Big Lottery Fund","Brazil",2012,1,8903,8903,8903
"mental","The Big Lottery Fund","Cambodia",2007,1,284940,284940,284940
"mental","The Big Lottery Fund","Chad",2009,1,10000,10000,10000
"mental","The Big Lottery Fund","Congo",2012,1,9965,9965,9965
"mental","The Big Lottery Fund","Congo",2013,1,9988,9988,9988
"mental","The Big Lottery Fund","Ethiopia",2007,1,193785,193785,193785
"mental","The Big Lottery Fund","Ghana",2013,2,485958,481748,242979
"mental","The Big Lottery Fund","India",2004,1,237137,237137,237137
"mental","The Big Lottery Fund","India",2005,1,301822,301822,301822
"mental","The Big Lottery Fund","India",2006,1,97222,97222,97222
"mental","The Big Lottery Fund","India",2011,1,259118,259118,259118
"mental","The Big Lottery Fund","India",2016,1,5225,5225,5225
"mental","The Big Lottery Fund","Iran",2013,1,9986,9986,9986
"mental","The Big Lottery Fund","Iraq",2009,1,10000,10000,10000
"mental","The Big Lottery Fund","Iraq",2011,1,34808423,34808423,34808423
"mental","The Big Lottery Fund","Ireland",2005,1,2070,2070,2070
"mental","The Big Lottery Fund","Ireland",2006,4,577990,423290,144497.5
"mental","The Big Lottery Fund","Ireland",2007,5,991225,493726,198245
"mental","The Big Lottery Fund","Ireland",2008,1,622205,622205,622205
"mental","The Big Lottery Fund","Ireland",2009,3,2408784,1199466,802928
"mental","The Big Lottery Fund","Ireland",2010,3,24424,10000,8141.33333333333
"mental","The Big Lottery Fund","Ireland",2011,2,583479,579702,291739.5
"mental","The Big Lottery Fund","Ireland",2012,1,8640,8640,8640
"mental","The Big Lottery Fund","Ireland",2014,2,20000,10000,10000
"mental","The Big Lottery Fund","Ireland",2015,2,699224,696793,349612
"mental","The Big Lottery Fund","Ireland",2016,1,8692,8692,8692
"mental","The Big Lottery Fund","Nepal",2016,1,199777,199777,199777
"mental","The Big Lottery Fund","Nepal",2017,1,9958,9958,9958
"mental","The Big Lottery Fund","Pakistan",2010,1,10000,10000,10000
"mental","The Big Lottery Fund","Pakistan",2013,2,17501,9501,8750.5
"mental","The Big Lottery Fund","Peru",2004,1,528738,528738,528738
"mental","The Big Lottery Fund","Rwanda",2011,1,9925,9925,9925
"mental","The Big Lottery Fund","Rwanda",2012,1,498632,498632,498632
"mental","The Big Lottery Fund","Rwanda",2015,1,139351,139351,139351
"mental","The Big Lottery Fund","Somalia",2013,1,7080,7080,7080
"mental","The Big Lottery Fund","Somalia",2016,1,9998,9998,9998
"mental","The Big Lottery Fund","South Sudan",2004,1,4800,4800,4800
"mental","The Big Lottery Fund","Sri Lanka",2005,1,465968,465968,465968
"mental","The Big Lottery Fund","Sri Lanka",2007,1,499038,499038,499038
"mental","The Big Lottery Fund","Sri Lanka",2008,1,2935,2935,2935
"mental","The Big Lottery Fund","Syria",2016,1,9978,9978,9978
"mental","The Big Lottery Fund","Uganda",2007,1,513415,513415,513415
"mental","The Big Lottery Fund","Uganda",2011,1,7179,7179,7179
"mental","The Big Lottery Fund","United Kingdom",2004,1,5000,5000,5000
"mental","The Big Lottery Fund","Vietnam",2006,1,64240,64240,64240
"mental","The Big Lottery Fund","Vietnam",2013,1,10000,10000,10000
"mental","The Big Lottery Fund",NA,2004,220,9742152,430145,44282.5090909091
"mental","The Big Lottery Fund",NA,2005,389,22695963,1215099,58344.3778920308
"mental","The Big Lottery Fund",NA,2006,474,24922467,1259094,52579.0443037975
"mental","The Big Lottery Fund",NA,2007,293,171946583,25023084,586848.406143345
"mental","The Big Lottery Fund",NA,2008,278,48536081,10881926,174590.21942446
"mental","The Big Lottery Fund",NA,2009,299,35011513,1200000,117095.361204013
"mental","The Big Lottery Fund",NA,2010,338,23420036,640321,69290.0473372781
"mental","The Big Lottery Fund",NA,2011,417,46316252.9,1079816,111070.150839329
"mental","The Big Lottery Fund",NA,2012,442,44534466.93,1487850,100756.712511312
"mental","The Big Lottery Fund",NA,2013,497,52279422.89,3187605,105189.985694165
"mental","The Big Lottery Fund",NA,2014,106,9053683.82,636885,85412.111509434
"mental","The Big Lottery Fund",NA,2015,549,52990170,3075493,96521.2568306011
"mental","The Big Lottery Fund",NA,2016,866,92949687,2500000,107332.202078522
"mental","The Big Lottery Fund",NA,2017,718,52604172,1217113,73264.8635097493
"mental","The Wellcome Trust","Australia",2014,1,162171,162171,162171
"mental","The Wellcome Trust","Belarus",2016,1,39084,39084,39084
"mental","The Wellcome Trust","Brazil",2008,1,2797765,2797765,2797765
"mental","The Wellcome Trust","Brazil",2009,1,55379,55379,55379
"mental","The Wellcome Trust","Brazil",2010,1,31819,31819,31819
"mental","The Wellcome Trust","Canada",2013,1,4880,4880,4880
"mental","The Wellcome Trust","China",2011,1,1214872,1214872,1214872
"mental","The Wellcome Trust","China",2015,1,4157946,4157946,4157946
"mental","The Wellcome Trust","China",2016,1,35000,35000,35000
"mental","The Wellcome Trust","Denmark",2006,3,2795587,2079170,931862.333333333
"mental","The Wellcome Trust","Ethiopia",2006,1,203162,203162,203162
"mental","The Wellcome Trust","Ethiopia",2010,1,106586,106586,106586
"mental","The Wellcome Trust","Ethiopia",2014,2,79794,41160,39897
"mental","The Wellcome Trust","Ethiopia",2015,4,1445542,603708,361385.5
"mental","The Wellcome Trust","France",2015,1,87822,87822,87822
"mental","The Wellcome Trust","Georgia",2010,1,133851,133851,133851
"mental","The Wellcome Trust","Guatemala",2011,1,85181,85181,85181
"mental","The Wellcome Trust","India",2007,2,8000,5000,4000
"mental","The Wellcome Trust","India",2008,1,311830,311830,311830
"mental","The Wellcome Trust","India",2009,2,408416,336667,204208
"mental","The Wellcome Trust","India",2010,2,404741,374741,202370.5
"mental","The Wellcome Trust","India",2011,3,1961008,1453005,653669.333333333
"mental","The Wellcome Trust","India",2014,2,9740,4940,4870
"mental","The Wellcome Trust","India",2015,4,5001960,3541024,1250490
"mental","The Wellcome Trust","India",2016,3,2301049,2021099,767016.333333333
"mental","The Wellcome Trust","Iraq",2011,2,11696,10000,5848
"mental","The Wellcome Trust","Iraq",2016,1,39104,39104,39104
"mental","The Wellcome Trust","Ireland",2006,1,3000,3000,3000
"mental","The Wellcome Trust","Ireland",2009,2,151628,78286,75814
"mental","The Wellcome Trust","Ireland",2010,1,79537,79537,79537
"mental","The Wellcome Trust","Ireland",2011,1,93970,93970,93970
"mental","The Wellcome Trust","Ireland",2012,1,3187,3187,3187
"mental","The Wellcome Trust","Ireland",2014,2,8253,4972,4126.5
"mental","The Wellcome Trust","Ireland",2015,1,28941,28941,28941
"mental","The Wellcome Trust","Ireland",2016,2,552028,550000,276014
"mental","The Wellcome Trust","Ireland",2017,1,0,0,0
"mental","The Wellcome Trust","Italy",2006,1,15961,15961,15961
"mental","The Wellcome Trust","Italy",2009,1,3950,3950,3950
"mental","The Wellcome Trust","Italy",2010,2,158027,114271,79013.5
"mental","The Wellcome Trust","Italy",2017,1,96076,96076,96076
"mental","The Wellcome Trust","Jamaica",2014,1,238770,238770,238770
"mental","The Wellcome Trust","Japan",2015,1,40000,40000,40000
"mental","The Wellcome Trust","Malawi",2012,1,763846,763846,763846
"mental","The Wellcome Trust","Moldova",2006,1,75726,75726,75726
"mental","The Wellcome Trust","Mongolia",2011,1,29851,29851,29851
"mental","The Wellcome Trust","Namibia",2016,1,49843,49843,49843
"mental","The Wellcome Trust","Nepal",2013,2,89077,45061,44538.5
"mental","The Wellcome Trust","Nepal",2016,2,114061,84061,57030.5
"mental","The Wellcome Trust","Netherlands",2006,1,11333,11333,11333
"mental","The Wellcome Trust","Norway",2014,1,30000,30000,30000
"mental","The Wellcome Trust","Peru",2012,1,177651,177651,177651
"mental","The Wellcome Trust","Russia",2010,1,3440,3440,3440
"mental","The Wellcome Trust","South Africa",2008,1,2871500,2871500,2871500
"mental","The Wellcome Trust","South Africa",2012,1,6550,6550,6550
"mental","The Wellcome Trust","South Africa",2013,1,554882,554882,554882
"mental","The Wellcome Trust","South Africa",2014,1,299592,299592,299592
"mental","The Wellcome Trust","Spain",2006,1,2760,2760,2760
"mental","The Wellcome Trust","Sri Lanka",2006,1,5000,5000,5000
"mental","The Wellcome Trust","Sri Lanka",2008,1,8000,8000,8000
"mental","The Wellcome Trust","Sri Lanka",2009,1,105341,105341,105341
"mental","The Wellcome Trust","Sweden",2016,2,1572389,1549670,786194.5
"mental","The Wellcome Trust","Taiwan",2010,1,1083,1083,1083
"mental","The Wellcome Trust","Uganda",2008,1,57319,57319,57319
"mental","The Wellcome Trust","Uganda",2009,1,85006,85006,85006
"mental","The Wellcome Trust","Uganda",2013,1,142496,142496,142496
"mental","The Wellcome Trust","United Kingdom",2010,1,3886,3886,3886
"mental","The Wellcome Trust","United Kingdom",2015,1,4600,4600,4600
"mental","The Wellcome Trust","United States",2007,1,2750,2750,2750
"mental","The Wellcome Trust","United States",2010,1,1917,1917,1917
"mental","The Wellcome Trust","United States",2012,1,293214,293214,293214
"mental","The Wellcome Trust","United States",2013,1,5000,5000,5000
"mental","The Wellcome Trust","United States",2016,1,6500,6500,6500
"mental","The Wellcome Trust","Vietnam",2015,1,49978,49978,49978
"mental","The Wellcome Trust","Zimbabwe",2016,1,2706,2706,2706
"mental","The Wellcome Trust",NA,2005,1,570959,570959,570959
"mental","The Wellcome Trust",NA,2006,22,3931195,2354473,178690.681818182
"mental","The Wellcome Trust",NA,2007,23,2769803,740092,120426.217391304
"mental","The Wellcome Trust",NA,2008,22,3553609,811542,161527.681818182
"mental","The Wellcome Trust",NA,2009,16,5036730,2623989,314795.625
"mental","The Wellcome Trust",NA,2010,32,9666594,1504647,302081.0625
"mental","The Wellcome Trust",NA,2011,18,7219819,5386687,401101.055555556
"mental","The Wellcome Trust",NA,2012,20,9380468,5234843,469023.4
"mental","The Wellcome Trust",NA,2013,30,5207310,1295649,173577
"mental","The Wellcome Trust",NA,2014,30,8621203,1967414,287373.433333333
"mental","The Wellcome Trust",NA,2015,42,10743568,4366023,255799.238095238
"mental","The Wellcome Trust",NA,2016,49,19868624,7520000,405482.12244898
"mental","The Wellcome Trust",NA,2017,36,3814306,844232,105952.944444444
"study","ARCADIA",NA,2004,1,1356375,1356375,1356375
"study","ARCADIA",NA,2008,2,1771442.295,1627629.795,885721.1475
"study","ARCADIA",NA,2009,2,1927882.3125,1332853.8375,963941.15625
"study","ARCADIA",NA,2017,1,937500,937500,937500
"study","Comic Relief","Ethiopia",2016,1,460014,460014,460014
"study","Comic Relief","Ghana",2015,2,1044270,743299,522135
"study","Comic Relief","Liberia",2016,1,49960,49960,49960
"study","Comic Relief","Malawi",2016,2,1833887,1e+06,916943.5
"study","Comic Relief","Nigeria",2015,1,8943,8943,8943
"study","Comic Relief","Somalia",2015,1,10000,10000,10000
"study","Comic Relief","South Africa",2015,2,155086,100086,77543
"study","Comic Relief","South Sudan",2015,1,244874,244874,244874
"study","Comic Relief","Tanzania",2016,2,1492593,886365,746296.5
"study","Comic Relief","Uganda",2015,1,530989,530989,530989
"study","Comic Relief",NA,2015,16,4061811,923644,253863.1875
"study","Comic Relief",NA,2016,10,4070381,1200000,407038.1
"study","Comic Relief",NA,2017,1,5e+05,5e+05,5e+05
"study","Esmée Fairbairn Foundation","Ireland",2009,1,74739,74739,74739
"study","Esmée Fairbairn Foundation","Ireland",2012,1,45000,45000,45000
"study","Esmée Fairbairn Foundation","Yemen",2009,1,20000,20000,20000
"study","Esmée Fairbairn Foundation",NA,2008,21,1094240,141594,52106.6666666667
"study","Esmée Fairbairn Foundation",NA,2009,34,2067579,3e+05,60811.1470588235
"study","Esmée Fairbairn Foundation",NA,2010,23,1592376.47,421201.47,69233.7595652174
"study","Esmée Fairbairn Foundation",NA,2011,42,2880032.82,208047,68572.21
"study","Esmée Fairbairn Foundation",NA,2012,59,5552090,692055,94103.2203389831
"study","Esmée Fairbairn Foundation",NA,2013,47,3799399,554104,80838.2765957447
"study","Esmée Fairbairn Foundation",NA,2014,36,4761200,750000,132255.555555556
"study","Esmée Fairbairn Foundation",NA,2015,43,3177997,405000,73906.9069767442
"study","Esmée Fairbairn Foundation",NA,2016,25,2969862,462491,118794.48
"study","Esmée Fairbairn Foundation",NA,2017,21,2654557,3e+05,126407.476190476
"study","Gatsby Charitable Foundation","Japan",2007,4,330396.37,166000,82599.0925
"study","Gatsby Charitable Foundation","Japan",2009,1,798472,798472,798472
"study","Gatsby Charitable Foundation","Japan",2010,1,205500,205500,205500
"study","Gatsby Charitable Foundation","Japan",2011,1,990000,990000,990000
"study","Gatsby Charitable Foundation","Japan",2012,2,236247.72,220000,118123.86
"study","Gatsby Charitable Foundation","Japan",2013,1,1e+06,1e+06,1e+06
"study","Gatsby Charitable Foundation","Japan",2015,2,1149783.55,9e+05,574891.775
"study","Gatsby Charitable Foundation","Japan",2017,1,8e+05,8e+05,8e+05
"study","Gatsby Charitable Foundation","Tanzania",2007,1,154000,154000,154000
"study","Gatsby Charitable Foundation",NA,2004,1,750000,750000,750000
"study","Gatsby Charitable Foundation",NA,2005,2,312500,172500,156250
"study","Gatsby Charitable Foundation",NA,2006,5,1675456.65,705377,335091.33
"study","Gatsby Charitable Foundation",NA,2007,2,3541500,2791500,1770750
"study","Gatsby Charitable Foundation",NA,2008,2,95000,75000,47500
"study","Gatsby Charitable Foundation",NA,2009,3,794461.12,507924,264820.373333333
"study","Gatsby Charitable Foundation",NA,2010,3,922591.91,750000,307530.636666667
"study","Gatsby Charitable Foundation",NA,2011,3,955500,548500,318500
"study","Gatsby Charitable Foundation",NA,2012,1,1e+05,1e+05,1e+05
"study","Gatsby Charitable Foundation",NA,2013,5,2248688.36,1500000,449737.672
"study","Gatsby Charitable Foundation",NA,2014,1,78000,78000,78000
"study","Gatsby Charitable Foundation",NA,2015,1,5e+05,5e+05,5e+05
"study","Gatsby Charitable Foundation",NA,2016,1,1500000,1500000,1500000
"study","Gatsby Charitable Foundation",NA,2017,3,697000,5e+05,232333.333333333
"study","Ministry of Justice",NA,2012,1,34569,34569,34569
"study","Northern Rock Foundation",NA,2004,26,1160985,250000,44653.2692307692
"study","Northern Rock Foundation",NA,2005,18,1567149,4e+05,87063.8333333333
"study","Northern Rock Foundation",NA,2006,16,860861,3e+05,53803.8125
"study","Northern Rock Foundation",NA,2007,12,641431,125626,53452.5833333333
"study","Northern Rock Foundation",NA,2008,14,792734,132051,56623.8571428571
"study","Northern Rock Foundation",NA,2009,14,772474,123817,55176.7142857143
"study","Northern Rock Foundation",NA,2010,16,1006791,150000,62924.4375
"study","Northern Rock Foundation",NA,2011,19,778296,81545,40962.9473684211
"study","Northern Rock Foundation",NA,2012,13,546597,114236,42045.9230769231
"study","Northern Rock Foundation",NA,2013,11,532499,150000,48409
"study","Northern Rock Foundation",NA,2014,7,263292,114050,37613.1428571429
"study","others","Australia",2016,1,4623,4623,4623
"study","others","Australia",2017,1,785,785,785
"study","others","Austria",2012,1,5038,5038,5038
"study","others","Bangladesh",2013,1,35070,35070,35070
"study","others","Bangladesh",2015,2,20000,10000,10000
"study","others","Bangladesh",2016,1,4906,4906,4906
"study","others","Belgium",2017,1,3017.5,3017.5,3017.5
"study","others","Bhutan",2015,1,10000,10000,10000
"study","others","Cameroon",2014,1,12025,12025,12025
"study","others","Canada",2017,1,2250,2250,2250
"study","others","China",2016,1,701911,701911,701911
"study","others","Congo",2014,1,10000,10000,10000
"study","others","Ethiopia",2015,2,17760,15760,8880
"study","others","Ethiopia",2016,1,6000,6000,6000
"study","others","France",2015,2,1590,1300,795
"study","others","France",2017,2,3836.67,3536.67,1918.335
"study","others","Ghana",2016,1,10862,10862,10862
"study","others","Greece",2016,3,52000,42000,17333.3333333333
"study","others","India",2017,1,4700,4700,4700
"study","others","Iran",2015,1,10000,10000,10000
"study","others","Ireland",2013,1,69200,69200,69200
"study","others","Ireland",2015,1,50000,50000,50000
"study","others","Ireland",2016,2,87800,74300,43900
"study","others","Ireland",2017,1,66000,66000,66000
"study","others","Israel",2015,1,39479,39479,39479
"study","others","Israel",2016,1,12000,12000,12000
"study","others","Israel",2017,1,10000,10000,10000
"study","others","Japan",2015,15,295000,20000,19666.6666666667
"study","others","Japan",2016,1,5000,5000,5000
